frame,latency_ms,jitter_ms,size_bytes,timestamp_unix
596,292.2819,8.8184,39583,1770974501.898
597,294.4770,2.1951,39631,1770974501.94
598,288.6961,5.7809,39534,1770974501.974
599,285.8984,2.7976,39547,1770974502.011
600,290.9403,5.0418,39575,1770974502.056
601,285.0385,5.9018,39635,1770974502.09
602,287.1871,2.1486,39574,1770974502.132
603,296.7703,9.5832,39523,1770974502.182
604,291.9531,4.8172,39498,1770974502.219
605,301.0283,9.0752,39535,1770974502.268
606,285.1126,15.9156,39523,1770974502.292
607,285.3048,0.1922,39647,1770974502.332
608,300.6310,15.3263,39618,1770974502.383
609,303.7407,3.1097,39527,1770974502.427
610,303.9429,0.2022,39475,1770974502.467
611,291.1136,12.8293,39595,1770974502.494
612,302.2761,11.1625,39526,1770974502.545
613,286.4339,15.8422,39563,1770974502.569
614,290.5807,4.1468,39407,1770974502.613
615,311.8050,21.2243,39494,1770974502.674
616,288.9955,22.8095,39463,1770974502.691
617,305.1457,16.1502,39563,1770974502.747
618,291.3330,13.8128,39410,1770974502.773
619,298.4116,7.0786,39499,1770974502.82
620,300.6549,2.2433,39403,1770974502.862
621,301.8119,1.1570,39443,1770974502.903
622,297.0214,4.7905,39627,1770974502.938
623,296.2251,0.7963,39482,1770974502.977
624,297.2047,0.9797,39571,1770974503.018
625,295.3293,1.8754,39415,1770974503.056
626,297.4873,2.1579,39531,1770974503.098
627,296.5965,0.8907,39531,1770974503.137
628,293.8092,2.7874,39466,1770974503.174
